id,name,cas_no,synonyms_iupac
PRP203,PropranololEPImpurityC,17216-10-3,"1,3-bis(naphthalen-1-yloxy)propan-2-ol"
PRP401,2-[(1-Naphthalenyloxy)methyl]oxirane,2461-42-9,2-[(1-Naphthalenyloxy)methyl]oxirane Prucalopride
PRL100,PrucaloprideSuccinate,179474-85-2,"4-amino-5-chloro-N-(1-(3-methoxypropyl)piperidin-4-yl)-2,3 -dihydrobenzofuran-7-carboxamidesuccinate"
PRL404,PrucaloprideimpurityD,182808-04-4,"Methyl4-amino-5chloro-2,3dihydrobenzofuran7-carboxylate"
PRL405,PrucaloprideimpurityE,137211-63-3,"Ethyl4-(4-amino-5-chloro-2,3-dihydrobenzofuran-7-carboxamido)piperidine-1-carboxylate"
PRL406,PrucaloprideImpurity1,123654-26-2,"4-Amino-5-chloro-2,3-dihydrobenzofuran-7-carboxylicacid"
PRL407,PrucaloprideImpurity2,1599434-55-5,"4-Amino-5-chloro-N-(1-(3-hydroxypropyl)piperidin-4-yl)-2,3-dihydrobenzofuran-7-carboxamide"
PRL401,PrucaloprideimpurityA,137211-64-4,"4-amino-5-chloro2,3-dihydro-N(piperidin4-yl)benzofuran-7carboxamideTFA Salt"
PRL402,PrucaloprideimpurityB,182808-16-8,"4-amino-5-chloro-2,3dihydro-1-benzofuran7-carboxamide"
PRL403,PrucaloprideimpurityC,1900715-98-1,"PrucaloprideN-Oxide;4-(4-amino-5-chloro-2,3-dihydrobenzofuran -7-carboxamido)-1-(3-methoxypropyl)piperidine1-oxide"
PLG100,Pulegone,89-82-7,Pulegone Page62 Quetiapine
QTP100,QuetiapineFumarate,111974-72-2,"2-[2-(4-dibenzo[b,f][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]ethanolhemifumarate"
QTP201,QuetiapineEPImpurityA,844639-07-2,"2-[2-(4-Dibenzo[b,f][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]-ethylacetate"
QTP202,QuetiapineEPImpurityB,111974-74-4,"QuetiapineUSP RelatedCompoundB;Dibenzo[b,f][1,4]thiazepine-11-yl-piperazinedihydrochloride"
QTP204,QuetiapineEPImpurityD,945668-94-0,QuetiapineDimerImpurity;QuetiapineBis(dibenzothiazepinyl)piperazineImpurity(USP)
QTP207,QuetiapineEPImpurityG,3159-07-7,"Quetiapine USPRelated CompoundG ; Dibenzo[b,f][1,4]thiazepine-11(10-H)-one"
QTP208,QuetiapineEPImpurityH,1076199-40-0,"QuetiapineN-Oxide ; 2-[2-(4-Dibenzo[b,f][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]ethanolN-oxide"
QTP209,QuetiapineEPImpurityI,329218-14-6,/329216-67-3 QuetiapineDesethoxyImpurity(USP);QuetiapineAlcoholImpurity
QTP216,QuetiapineEPImpurityPHClSalt,NA,"QuetiapineN-Ethyl Impurity,11-(4-Ethylpiperazin-1-yl)dibenzo[b,f][1,4]thiazepinehydrochloride"
QTP217,QuetiapineEPImpurityQ,NA,"4-(Dibenzo[b,f][1,4]thiazepin-11-yl)-1,1-bis(2-(2-hydroxyethoxy)ethyl)piperazin-1-iumIodide"
QTP401,QuetiapineDBTCImpurity,13745-86-3,"Dibenzo[b,f][1,4]thiazepine-11-yl-chloride;11-Chloro-dibenzo[b,f][1,4]thiazepine"
QTP402,QuetiapineDBTPN-MethylImpurity,1977-09-9,"11-(4-Methylpiperazin-1-yl)-dibenzo[b,f][1,4]thiazepine"
QTP403,QuetiapineEthylEther,1011758-06-7,"2-[2-(4-dibenzo[b,f][1,4]thiazepin-11-yl-1-piperazinyl)ethoxy]-1-ethylethanol Rabeprazole"
RBP100,RabeprazoleSodium,117976-90-6,Sodium2-[[4-(3-methoxypropoxy)-3-methyl-pyridin-2-yl]methylsulfinyl]benzoimidazole
RBP201,RabeprazoleEPImpurityA,117976-47-3,RabeprazoleUSP RelatedCompoundD;RabeprazoleSulfone
RBP202,RabeprazoleEPImpurityB,117977-21-6,RabeprazoleUSPRelatedCompoundE;RabeprazoleSulfide
RBP204,RabeprazoleEPImpurityD,924663-38-7,"RabeprazoleUSPRelatedCompoundB,RabeprazoleN-Oxide"
RBP206,RabeprazoleEPImpurityF,583-39-1,RabeprazoleUSPRelatedCompoundC;LansoprazoleEPImpurityE
RBP209,RabeprazoleEPImpurityI,924663-37-6,RabeprazoleSulfoneN-Oxide
RBP211,RabeprazoleEPImpurityK,615-16-7,LansoprazoleEPImpurityD;2-Hydroxybenzimidazole
RBP401,RabeprazoleSulfideN-Oxide,924663-40-1,RabeprazoleSulfideN-Oxide; Page63
RBP402,Rabeprazole2-ChloromethylImpurity,153259-31-5,2-Chloromethyl-3-methyl-4-(3-methoxypropoxy)pyridinehydrochloride Raloxifene
RLX201,RaloxifeneEPImpurityA,1159977-58-8,7-[4-(2-Piperidinyl)ethoxy]benzoylRaloxifene
RLX202,RaloxifeneEPImpurityB,1391054-73-1,RaloxifeneIsomer;3-Des[4-(2-Piperidinyl)ethoxy]benzoyl-7-[4-(2-Piperidinyl)ethoxy]benzoylRaloxifene
RLX203,RaloxifeneEPImpurityC,195454-31-0,[6-Hydroxy-2-(4-hydroxyphenyl)-1-benzothien-3-yl][4-[2-(1-oxidopiperidin-1-yl)ethoxy]phenyl]methanone
RLX204,RaloxifeneEPImpurityD,177744-96-6,(6-Hydroxy-2-(4-hydroxyphenyl)benzo[b]thiophen-3-yl)(4-hydroxyphenyl)methanone Ranolazine
RNL100,Ranolazine,95635-55-5,"N-(2,6-Dimethylphenyl)-4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]-1-piperazineacetamide"
RNL301,RanolazineRelatedCompoundA,2210-74-4,2-[(2-Methoxyphenoxy)methyl]oxirane
RNL302,RanolazineRelatedCompoundB,755711-09-2,"Ranolazine Desmethoxy Impurity ; N-(2,6-dimethylphenyl)-2-(4-(2-hydroxy-3-phenoxypropyl)piperazin-1- yl)acetamide"
RNL303,RanolazineRelatedCompoundC,5294-61-1,"1-[(2,6-dimethylphenyl)aminocarbonylmethyl]piperazine"
RNL304,RanolazineRelatedCompoundD,380204-72-8,"N,N’-bis(2,6-Dimethylphenyl)-1,4-piperazinediacetamide"
RNL401,RanolazineRelatedCompound2,93-14-1,"Guaifenesin;3-(2-methoxyphenoxy)propane-1,2-diol"
RNL402,RanolazineRelatedCompound4,2210-74-4,"1-(2-methoxyphenoxy)-2,3-epoxypropane"
RNL403,RanolazineimpurityC,162712-35-8,1-(2-methoxyphenoxy)-3-(piperazin-1-yl)propan-2-ol
RNL404,Ranolazineimpurity1,25772-81-0,1-chloro-3-(2-methoxyphenoxy)propan-2-ol
RNL405,RanolazineDimerImpurity,333749-57-8,"α,α’-Bis[(2-Methoxyphenoxy)methyl]-1,4-piperazinediethanol RanolazineN-Oxide"
RNL406,RanolazineN-Oxide;,NA,"1-(2-((2,6-dimethylphenyl)amino)-2-oxoethyl)-4-(2-hydroxy-3-(2- methoxyphenoxy)propyl)piperazine 1- oxide; Ranolazine Mono-N-oxide"
RNL407,P-Ranolazine,1393717-45-7,"N-(2,6-Dimethylphenyl)-4-[2-hydroxy-3-(4-methoxyphenoxy)propyl]-1-piperazineacetamide"
RNL408,Ranolazineimpurity2/Dianisylglycerol,16929-60-5,"1,3-Bis(2-methoxyphenoxy)-2- propanol,Guaifenesin EP Impurity D"
RNL409,Ranolazineimpurity3,29183-14-0,"Acetamide,N-(2,6-dimethylphenyl)-2-hydroxy,N-(2,6-Dimethylphenyl)-2-hydroxyacetamide"
RNL410,"1,3-bis(2-methoxyphenoxy)propan-2-ol",NA,"1,3-bis(2-methoxyphenoxy)propan-2-ol"
RNL411,m-Ranolazine,1393717-46-8,"N-(2,6-Dimethylphenyl)-4-[2-hydroxy-3-(3-methoxyphenoxy)propyl]-1-piperazineacetamide Page64"
RNL412,RanolazineBis(N-Oxide),1246816-00-1,"1-(2-((2,6-dimethylphenyl)amino)-2-oxoethyl)-4-(2-hydroxy-3-(2-methoxyphenoxy)propyl)piperazine 1,4- dioxide Rivaroxaban"
RVX100,Rivaroxaban,366789-02-8,5-Chloro-N-[[(5S)-2-oxo-3-[4-(3-oxo-4-morpholinyl)phenyl]-5- oxazolidinyl]methyl]-2-thiophenecarboxamide
RVX401,RivaroxabanR-Isomer/RivaroxabanEPImpurityA,865479-71-6,"ent-Rivaroxaban ; 5-chloro-N-[[(5R)-2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5- yl]methyl]thiophene-2-carboxamide"
RVX308,RIVAROXABANRELATEDCOMPOUNDH,1770812-37-7,"((S)-4,5-Dichloro-N-({2-oxo-3-[4-(3-oxomorpholino)phenyl]oxazolidin-5-yl}methyl)thiophene-2-carboxamide)"
RVX501,RivaroxabanImpurity1,446292-04-2,4-(4-Nitrophenyl)morpholin-3-one
RVX502,RivaroxabanImpurity2,438056-69-0,4-(4-Aminophenyl)morpholin-3-one
RVX503,Rivaroxabanimpurity24,161596-47-0,"(S)-2-(Oxiran-2-ylmethyl)isoindoline-1,3-dione"
RVX504,RivaroxabanImpurity4,550-44-7,"2-Methylisoindoline-1,3-dione"
RVX505,RivaroxabanImpurity5,181140-34-1,"(R)-2-(Oxiran-2-ylmethyl)isoindoline-1,3-dione"
RVX506,RivaroxabanImpurity6,24065-33-6,
RVX507,5-Chlorothiophene-2-carboxylicacid,96-43-5,2-Chlorothiophene
RVX508,RivaroxabanImpurity8,106-89-8,Epichlorohydrin
RVX509,RivaroxabanImpurity9,85-41-6,Phthalimide
RVX510,RivaroxabanImpurity10,67843-74-7,(S)-Epichlorohydrin
RVX511,RivaroxabanImpurity11,19532-98-0,"N1,N2-Dimethylphthalamide"
RZT100,Rizatriptan,145202-66-0,RizatriptanBenzoate
RZT501,RizatriptanEPImpurityA,887001-08-3,"/ 2-(5-((1H-1,2,4-triazol-1-yl)methyl)-2-((3-(2-(dimethylamino)ethyl)-1H-indol-5-yl)methyl)-1H-indol-3-yl)-N,N- dimethylethan-1-amine"
RZT202,RizatriptanImpurity1,119192-10-8,"4-(1H-1,2,4-Triazol-1-ylmethyl)benzenamine"
RSV100,RosuvastatinCalcium,147098-20-2,"(3R,5S,6E)-7-{4-(4-Fluorophenyl)-6-isopropyl-2-[methyl(methylsulfonyl)amino]pyrimidin-5-yl}-3,5- dihydroxyhept-6-enoic acid calcium salt"
RSV204,RosuvastatinEPImpurityD,503610-43-3,"N-[4-(4-Fluorophenyl)-6-(1-methylethyl)-5-[(1E)-2-[(2S,4R)-tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-"
RSV211,yl]ethenyl]-2-pyrimidinyl]-N-methyl-methanesulfonamide,1422954-12-8,ROSUVASTATINIMPURITY-K
REV213,Page65,847849-66-5,ROSUVASTATINIMPURITY-M
RXT100,Roxithromycin,80214-83-1,Roxithromycin Rufinamide
RFN100,Rufinamide,106308-44-5,"1-[(2,6-Difluorophenyl)methyl]-1H-1,2,3-triazole-4-carboxamide"
RFN401,Rufinamideacidimpurity,166196-11-8,"1-(2,6-difluorobenzyl)-1H-1,2,3-triazole-4-carboxylicacid"
RFN402,RufinamideEthylester,869501-51-9,"Ethyl1-(2,6-difluorobenzyl)-1H-1,2,3-triazole-4-carboxylate"
RFN403,Rufinamide-5-Carboxamide,1622904-99-7,"3-(2,6-Difluorobenzyl)-3H-1,2,3-triazole-5-carboxamide Rufinamide3-chloroimpurity RFN404 1-(3-chloro-2,6-difluoro-benzyl)-1H-[1,2,3]triazole-4-carboxylicacidamide"
RFN301,RufinamideRelatedCompoundA,106308-41-2,"6-DesfluoroRufinamide,1-[(2-Fluorophenyl)methyl]-1H-1,2,3-triazole-4-carboxamide"
RFN302,RufinamideRelatedCompoundB,217448-86-7,"RufinamideMethyl EsterAnalog; 1-(2,6-Difluorobenzyl)-1H-1,2,3-triazole-4-carboxylicacidmethyl ester SalicylicAcid"
SLC401,SLC100 SalicylicAcid,99-96-7,SalicylicacidimpurityA
SLC402,SLC401 99-96-7 SalicylicacidimpurityA,636-46-4,SalicylicacidimpurityB
SLC403,SLC402 636-46-4 SalicylicacidimpurityB,108-95-2,SalicylicacidimpurityC
STG100,Sitagliptin,486459-71-6,Sitagliptin
STG201,SitagliptinEPImpurityA,823817-55-6,"(S)-SitagliptinIsomer ; (S)-4-Oxo-4-[3-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[4,3-a]pyrazin-7(8H)-yl]-1- (2,4,5-trifluorophenyl)butan-2-amine"
STG204,SitagliptinEPImpurityD,1253056-18-6,"Sitagliptin Phenylcrotonyl Analog;(E)-1-(3-(Trifluoromethyl)-5,6-dihydro-[1,2,4]triazolo[4,3-a]pyrazin-7(8H)- yl)-4-(2,4,5-trifluorophenyl)but-2-en-1-one 936630-57-8/ SitagliptinFPImpurityE STG401 1204818-19-8(Hclsalt) (3R)-3-amino-4-(2,4,5-trifluorophenyl)butanoicacid"
STG402,SitagliptinTriazoleHydrochloride,762240-92-6,"Sitagliptin Impurity 20 HCl; 3-(Trifluoromethyl)-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3- a]pyrazinehydrochloride"
STG403,SitagliptinKetoamideImpurity,64667-65-4,"Sitagliptin dioxo impurity; (2Z)-4-Oxo-4-[3-(trifluoroMethyl)-5,6-dihydro-[1,2,4] triazolo[4,3-a]pyrazine-7(8H)- yl]-1-(2,4,5-trifluorophenyl)butan-2-one Page66 SitagliptinN-Acetyl Impurity"
STG404,SitagliptinimpurityD;N-AcetylSitagliptin;,1379666-94-0,"7-[(3R)-3-[(N-Acetyl)amino]-1-oxo-4-(2,4,5-trifluorophenyl)butyl]-5,6,7,8-tetrahydro-3-(trifluoromethyl)-1,2,4- triazolo[4,3-a]pyrazine"
STG405,(S)-SitagliptinN-Boc-Acid Impurity,922178-94-7,"(S)-3-((tert-butoxycarbonyl)amino)-4-(2,4,5-trifluorophenyl)butanoicacid"
STG406,(R)-SitagliptinN-Boc-Methyl-EsterImpurity,881995-73-9,"methyl(R)-3-((tert-butoxycarbonyl)amino)-4-(2,4,5-trifluorophenyl)butanoate"
STG407,(R)-SitagliptinMethyl-Ester,881995-69-3,"Impuritymethyl(R)-3-amino-4-(2,4,5-trifluorophenyl)butanoate"
STG408,SitagliptinImpurity19,486460-00-8,"(R)-3-((tert-butoxycarbonyl)amino)-4-(2,4,5-trifluorophenyl)butanoicacid"
STG409,SitagliptinImpurity18,486460-23-5,"tert-butyl(R)-(4-oxo-4-(3-(trifluoromethyl)-5,6-dihydro- [1,2,4]triazolo[4,3-a]pyrazin-7(8H)-yl)-1-(2,4,5-trifluorophenyl)butan-2- yl)carbamate"
STG410,SitagliptinImpurity6,NA,"(R)-N-(4-oxo-4-(3-(trifluoromethyl)-5,6-dihydro-[1,2,4]triazolo [4,3-a]pyrazin-7(8H)-yl)-1-(2,4,5-trifluorophenyl)butan-2-yl)formamide"
STG411,SitagliptinImpurity1,1481965-39-2,"7-Nitroso-3-(trifluoromethyl)-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyrazine"
STG501,4-MethylL-AspartateHydrochloride,16856-13-6,4-MethylL-AspartateHydrochloride
STG502,D-AsparticAcid4-MethylEsterHydrochloride,22728-89-8,
STG503,D-AsparticAcid4-MethylEsterHydrochloride,209995-38-0,"2,4,5-TrifluorophenylaceticAcid"
STG504,MELDRUM'SACID,2033-24-1,"2,2-Dimethyl-1,3-dioxane-4,6-dione"
SLF100,Sulfamethoxazole,723-46-6,"Sulfamethoxazole SulfamethoxazoleEPImpurityA SLF201 N-AcetylSulfamethoxazole,N-(4-(N-(5-Methylfuran-3-yl)sulfamoyl)phenyl)acetamide"
SLF203,SulfamethoxazoleEPImpurityC,1072-67-9,"SulfamethoxazoleUSP RelatedCompoundC, 5-Methylisoxazol-3-amine"
SLF206,SulfamethoxazoleEPImpurityF,17103-52-5,"Isosulfamethoxazole,4-Amino-N-(3-methylisoxazol-5-yl)benzenesulfonamide"
SLP100,Sulfaquinoxaline,59-40-5,Sulfaquinoxaline Suvorexant
SVR401,DiazepaneImpurity,1266975-27-2,"(BASE) (R)-5-chloro-2-(5-methyl-1,4-diazepan-1-yl)benzo[d]oxazole TFA salt, 5-chloro-2-[(5R)-5-methyl-1,4-diazepan- 1-yl]-1,3-benzoxazole Trifluoroacetic acid salt. Page67"
SVR402,Des-Chloro impurity,NA,"(R)-(4-(benzo[d]oxazol-2yl)-7-methyl-1,4-diazepan-1-yl)(5-methyl-2-(2H-1,2,3-triazol-2- yl)phenyl)methanone."
SVR403,Regio-isomerimpurity,NA,"(R)-(4-(5-chlorobenzo[d]oxazol-2-yl)-5-methyl-1,4-diazepan-1-yl)(5-methyl-2-(2H-1,2,3-trizol-2- yl)phenyl)methanone"
SVR404,MTMImpurity,NA,"(R)-(7-methyl-1,4-diazepan-1-yl)(5-methyl-2-(2H-1,2,3-trizol-2-yl)phenyl)methanone"
SVR405,DCOImpurity,3621-81-6,"2,5-Dichlorobenzooxazole"
TDL100,Tadalafil,171596-29-5,"(6R,12aR)-6-(1,3-Benzodioxol-5-yl)-2,3,6,7,12,12a-hexahydro-2-methylpyrazino[1’,2’:1,6]pyrido[3,4-b]indole- 1,4-dione;Cialis; Tamsulosin Tamsulosin TMS100 2-(4-{[4-Methyl-6-(1-methyl-1H-1,3-benzodiazol-2-yl)-2-propyl-1H-1,3 -benzodiazol-1-yl] methyl}phenyl)benzoicacid Telmisartan Telmisartan 144701-48-4 TLM100 2-(4-{[4-Methyl-6-(1-methyl-1H-1,3-benzodiazol-2-yl)-2-propyl-1H-1,3 -benzodiazol-1-yl] "
TLM201,TelmisartanEPImpurityA,152628-02-9,Telmisartan USPRelatedCompound A
TLM202,TelmisartanEPImpurityB,1026353-20-7,Telmisartan USP RelatedCompoundB;TelmisartanIsomer
TLM203,TelmisartanEPImpurityC,144702-26-1,Telmisartan t-ButylEster
TLM205,TelmisartanEPImpurityE,884330-12-5,TelmisartanDiacid
TLM206,TelmisartanEPImpurityF,915124-86-6,TelmisartanAmide
TLM207,TelmisartanEPImpurityG,144702-27-2,TelmisartanCyanoAnalog;2-Descarboxy-2-CyanoTelmisartan
TML208,TelmisartanEPImpurityH,114772-40-6,t-Butyl4'-bromomethylbiphenyl-2-carboxylate
TLM401,TelmisartanMethylEster,528560-93-2,"2-(4-{[4-Methyl-6-(1-methyl-1H-1,3-benzodiazol-2-yl)-2-propyl-1H-1,3-benzodiazol-1- yl]methyl}phenyl)benzoic acid methyl ester"
TLM402,TelmisartanEthylEster,528560-94-3,"2-(4-{[4-Methyl-6-(1-methyl-1H-1,3-benzodiazol-2-yl)-2-propyl -1H-1,3-benzodiazol-1-yl]methyl}phenyl)benzoicacidethyl ester"
TLM403,TelmisartanBromoNitrileImpurity,114772-54-2,"4'-(Bromomethyl)-[1,1'-biphenyl]-2-carbonitrile;2-(4-Bromomethylphenyl)benzonitrile"
TLM404,TelmisartanImpurity1,152628-03-0,TelmisartanBenzimidazoleAcid Page68 Temazepam
TMZ201,TemazepamEPimpuirtyA;TMZBenzophenone,1022-13-5,5-chloro-2-(methylamino)phenyl]phenylmethanone
TMZ203,TemazepamEPimpuirtyC;TMZAcetoxy,1824-74-4,"Oxazepam Related Compound B;(3RS)-7-chloro-1-methyl-2-oxo-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin- 3-ylacetate"
TMZ205,TemazepamImpurityE;TMZNOXIDE,2888-64-4,"7-chloro-1-methyl-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one4-oxide"
TMZ206,TemazepamEPImpurityF;TMZDion,3294-96-0,"(5RS)-7-chloro-1-methyl-5-phenyl-4,5-dihydro-1H-1,4-benzodiazepine-2,3-dione"
TMZ207,TMZImpurityG,93329-92-1,"(5RS)-7-chloro-1,4-dimethyl-5-phenyl-4,5-dihydro-1H-1,4-benzodiazepine-2,3-dione."
TMZ401,2-Chloroacetamido-5-chlorobenzophenone,6021-21-2,2-Chloroacetamido-5-chlorobenzophenone; 5-Chloro-2-(chloroacetamido)benzophenone; 5-Chloro-2- chloracetylaminobenzophenone;N-(2-Benzoyl-4-chlorophenyl)-2-chloroacetamide Teneligliptin
TNL100,TeneligliptinHBr,906093-29-6,"[(2S,4S)-4-[4-(3-Methyl-1-phenyl-1H-pyrazol-5-yl)-1-piperazinyl]-2-pyrrolidinyl]-3- thiazolidinylmethanoneHBr"
TNL401,TenegliptinimpurityA,401566-79-8,1-(3-methyl-1-phenyl-1H-pyrazol-5-yl)piperazine
TNL402,TenteligliptinimpurityB,401566-80-1,"tert-butyl(2S,4S)-4-(4-(3-methyl-1-phenyl-1H-pyrazol-5-yl)piperazin-1-yl)-2-(thiazolidine-3- carbonyl)pyrrolidine-1-carboxylate"
TNL403,TenteligliptinimpurityC,NA,(2S)-tert-butyl4-hydroxy-2-(thiazolidine-3-carbonyl)pyrrolidine-1-carboxylate
TNL404,Tenteligliptinimpurity1,401564-36-1,"(2S)-4-Oxo-2-(3-thiazolidinylcarbonyl)-1-pyrrolidinecarboxylicAcid1,1-Dimethylethyl Ester"
TNL405,"Teneligliptin(2R,4R)-Isomer",1404559-17-6,(FreeBase) {(2R4R)-4-[4-(3-methyl-1-phenyl-1H-pyrazol-5-yl)piperazine-l-yl]pyrrolidine-2-yl}(1.3-thiazolidine-3- yl)methanonehemipentahydrobromidehydrate
TNL406,TeneligliptinBOCacid Impurity,1821705-03-6,"(2S,4S)-1-(tert-butoxycarbonyl)-4-(4-(3-methyl-1-phenyl-1H-pyrazol-5-yl)piperazin-1-yl)pyrrolidine-2- carboxylicacid"
TNL407,"(2S,4R)-TeneligliptinHydrobromide",1404559-15-4,"(2S, 4R)-4-(4-(3-methyl-1-phenyl-1H-pyrazol-5-yl) piperazin-1-yl) pyrrolidin-2-yl) (thiazolidin-3-yl) methanoneHydrobromide."
TNL408,"(2R,4S)-TeneligliptinHydrobromide",NA,"(2R, 4S)-4-(4-(3-methyl-1-phenyl-1H-pyrazol-5-yl) piperazin-1-yl) pyrrolidin-2-yl) (thiazolidin-3-yl) methanoneHydrobromide."
TNL501,Tenteligliptinimpurity2,147266-92-0,"(2R,4S)-1-(tert-butoxycarbonyl)-4-hydroxypyrrolidine-2-carboxylicacid Page69"
TNL502,Tenteligliptinimpurity3,NA,"3-[(2R,4S)-1-tert-Butoxycarbonyl-4-hydroxy-2-pyrrolidinylcarbonyl]-1,3-thiazolidine"
TNL503,Tenteligliptinimpurity4,NA,"(2R)-4-Oxo-2-(3-thiazolidinylcarbonyl)-1-pyrrolidinecarboxylicAcid1,1-Dimethylethyl Ester Teriflunomide"
TRF100,Teriflunomide,163451-81-8,(2Z)-2-Cyano-3-hydroxy-N-[4-(trifluoromethyl)phenyl]but-2-enamide
TRF401/LFN205,TeriflunomideImpurity1,208401-20-1,
TRF402,3-methyl-N-(4-(trifluoromethyl)phenyl)isoxazole-4-carboxamide,1011244-72-6,4-amino-N-(4-(trifluoromethyl)phenyl)benzamide
TRF403,TeriflunomideImpurity4,2366-92-9,1-ethoxy-4-(trifluoromethyl)benzene
TRF404,TeriflunomideImpurity5,349-97-3,N-(4-(trifluoromethyl)phenyl)acetamide
TRF202,TeriflunomideEPImpurityB,24522-30-3,2-cyano-N-(4-(trifluoromethyl)phenyl)acetamide
TRF405/LFN100,TeriflunomideImpurity6,75706-12-6,Leflunomide;5-Methyl-N-[4-(trifluoromethyl)phenyl]isoxazole-4-carboxamide
TRF406,Teriflunomideortho isomer,220512-86-7,Teriflunomide ortho isomer
TRF407,TeriflunomideMetaisomer,63927-52-6,Teriflunomide Metaisomer Tetracycline
TRC100,Tetracycline,60-54-8,"(4S,6S,12aS)-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-"
TRC101,"pentahydroxy-6-methyl-1,11-dioxonaphthacene-2-carboxamide",64-75-5,Tetracyclinehydrochloride
TRC401,Anhydrotetracyclineimpurity,NA,"(4S,4aS,12aS)-4-(Dimethylamino)-1,4,4a,5,12,12a-Hexahydro- 3,10,11,12a-Tetrahydroxy-6-Methyl-1,12-Dioxotetracene-2-Carboxamide Thiamazole Thiamazole THM100 60-56-0 1-Methyl-3H-imidazole-2-thione"
THM202,ThiamazoleEPImpurityB,616-47-7,1-Methyl-1H-imidazole; N-Methylimidazole
THN100,Thiaminemonophosphatechloridedi hydrate,273724-21-3,"2-[3-[(4-Amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen PhosphateChlorideDihydrate Tinidazole"
TND100,Tinidazole,19387-91-8,1-(2-(ethylsulfonyl)ethyl)-2-methyl-5-nitro-1H-imidazole
TND201,TinidazoleEPImpurityA,696-23-1,TinidazoleUSP RelatedCompoundA;2-Methyl-5-nitroimidazole Page70
TRB100,Tirofiban,144494-65-5,(S)-2-(butylsulfonamido)-3-(4-(4-(piperidin-4-yl)butoxy)phenyl)propanoicacid
TRB401,TirofibanImpurityA,149490-60-8,"L-N-Butylsulfonyl-p-hydroxyphenylalanine, 149463-65-0 TIROFIBANIMPURITYB TRB402 4-(4-Chlorobutyl)pyridinehydrochloride Tolterodine TLR100 Tolterodine"
TLR402,TolterodineLactoneImpurityRacemate,40546-94-9,"6-Methyl-4-phenyl-3,4-dihydro-1-benzopyran-2-one;6-methyl-4-phenylchroman-2-one"
TLR201,TolterodineEPImpurityA,124937-73-1,3-(2-methoxy-5-methylphenyl)-3-phenylpropan-1-ol;TolterodineImpurity A TolterodineEPImpurityC TLR 203 124935-88-2 [3-(2-methoxy-5-methyl-phenyl)-3-phenyl-propyl]-diisopropylamine
TLR204,TolterodineEPImpurityD,1391053-65-8,N-isopropyl-3-(2-methoxy-5-methylphenyl)-3-phenylpropan-1-amine hydrochloride; Tolterodine EP ImpurityD
TLR205,TolterodineEPImpurityE/Tolterodinemonoisopropyl analog,480432-14-2,4-Methyl-2-[(1RS)-3-[(1-methylethyl)amino]-1-phenylpropyl]pheno
TLR403,TolterodinePropanolImpurity,851789-43-0,4-Methyl-2-[(1RS)-3-[(1-methylethyl)amino]-1-phenylpropyl]pheno
TLR404,TolterodineLactolImpurity,209747-04-6,
TRM100,"3,4-Dihydro-6-methyl-4-phenyl-2H-1-benzopyran-2-ol;6-methyl-4-phenylchroman-2-ol",36282-47-0,Tramadol
TRM201,TramadolEPImpurityA,152538-36-8,/36282-47-0 TramadolRelatedCompoundA
TRM202,TramadolEPImpurityB,66170-32-9,"1-(3'-methoxy-3,4,5,6-tetrahydro-[1,1'-biphenyl]-2-yl)-N,N- dimethylmethanaminehydrochloride"
TRM203,TramadolEPImpurityC,170-31-8,"/192384-41-1(freeba 1-(3'-methoxy-2,3,4,5-tetrahydro-[1,1'-biphenyl]-2-yl)-N,N- dimethylmethanaminehydrochloride 148218-19-3/80456-81-1/ TramadolEPImpurityD TRM204 73986-53-5 3-(2-((dimethylamino)methyl)-1-hydroxycyclohexyl)phenolhydrochloride"
TRM205,TramadolEPImpurityE,42036-65-7,TramadolRelatedCompoundB;2-((dimethylamino)methyl)cyclohexan-1-onehydrochloride
TRM401,TramadolN-Oxide,147441-56-3,"1-((1S,2S)-2-hydroxy-2-(3-methoxyphenyl)cyclohexyl)- N,N-dimethylmethanamineoxide"
TRM402,TramadolEPImpurityA(FreeBase),NA,(±)-trans-2-[(Dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexanol
TRG401,TrelagliptinImpurityI/TrelagliptinimpuirtyA/succinatesalt,1812193-01-3,"(R)-4-Fluoro-2-((3-methyl-2,4-dioxo-6-(piperidin-3-ylamino)-3,4-dihydropyrimidin-1(2H)- yl)methyl)benzonitrile Page71"
